%
% TAO problem file
% Mode         : grid
% File name    : graphic.tao.radial.arff
% Generated at : Fri Nov 24 18:18:51 CET 2000
%

@RELATION TAO_grid

@ATTRIBUTE x     REAL
@ATTRIBUTE y     REAL
@ATTRIBUTE a     REAL
@ATTRIBUTE b     REAL
@ATTRIBUTE c     REAL
@ATTRIBUTE d     REAL
@ATTRIBUTE class {black,white}

@DATA
-0.583333,0.333333,0.111375,0.236701,-0.0761196,0.182761,black
-0.583333,0.666667,-0.140877,-0.159077,-0.207269,0.32113,black
-0.625,0.375,-0.0481934,0.188595,0.349939,0.0352673,black
-0.625,0.75,0.252895,-0.274217,-0.0496138,-0.162769,black
-0.666667,0.25,-0.13162,0.552181,-0.103647,0.784918,black
-0.666667,0.5,0.0511986,0.303901,-0.163669,-0.249265,black
-0.708333,0.25,-0.0631618,0.398724,0.0715876,-0.340873,black
-0.75,0.208333,-0.309261,0.249152,0.547853,-0.567496,black
-0.75,0.541667,0.015651,-0.194777,-0.365818,-0.526125,black
-0.791667,0.333333,-0.00712085,-0.0135716,-0.68148,-0.072932,black
-0.791667,0.583333,0.00844162,-0.160342,-0.170498,0.341775,black
-0.833333,0.458333,0.404824,0.337017,-0.0587207,-0.19925,black
-0.875,0.333333,-0.285028,-0.312126,0.3938,0.066913,black
-0.916667,0.125,-0.00813948,0.284253,-0.102474,-0.0249488,black
-0.916667,0.375,0.500544,-0.468603,-0.135284,-0.117087,black
0,0.0833333,-0.254993,0.566829,0.0982739,-0.169456,white
0,0.375,-0.452431,0.0946452,0.273836,0.285128,black
0.0416667,0,0.0544337,-0.123478,-0.0552004,0.333251,white
0.0416667,0.291667,-0.121012,0.493964,0.201256,-0.473496,white
0.0416667,0.583333,0.380183,0.0121792,-0.19745,0.328997,black
0.0833333,0.0416667,-0.0967633,0.0401191,-0.232323,0.381185,white
0.0833333,0.791667,0.342311,-0.462661,-0.169826,-0.0837597,white
0.125,0,0.0139478,-0.0894302,0.0564522,-0.468222,white
0.125,0.5,0.0106112,-0.197194,0.069416,-0.291242,black
0.125,0.708333,0.00843988,0.0371221,-0.285415,-0.244114,white
0.166667,0.333333,0.156256,-0.312919,0.630575,0.590804,white
0.166667,0.375,-0.169356,-0.44554,0.380966,0.325792,white
0.208333,0.0833333,-0.197518,0.230013,-0.0110009,0.654217,white
0.208333,0.583333,0.0654899,-0.219387,0.204252,-0.110429,white
0.25,0,0.0287183,-0.00534274,0.0463566,-0.105195,white
0.25,0.125,-0.449744,0.248207,0.562506,0.0692134,white
0.25,0.75,0.283429,0.495783,-0.323494,-0.287835,white
0.291667,0.125,0.397145,-0.333742,-0.226112,0.545948,white
0.291667,0.458333,0.0635743,-0.149201,-0.397461,-0.0914035,white
0.291667,0.916667,0.315694,-0.217492,0.0214188,0.0610312,white
0.333333,0.25,0.0436393,-0.292511,-0.864909,0.182476,white
0.333333,0.625,-0.367073,-0.122426,-0.270764,0.240672,white
0.375,0.166667,0.0797451,-0.139908,0.00515249,-0.367385,white
0.375,0.541667,0.315497,0.0530836,-0.103601,-0.151045,white
0.416667,0,-0.184847,-0.359005,-0.00948431,0.0547654,white
0.416667,0.583333,0.0285414,0.491372,0.38648,0.233115,white
0.458333,0,-0.133925,-0.273231,-0.108669,-0.351036,white
0.458333,0.375,0.148365,-0.143557,-0.0852072,-0.272236,white
0.458333,0.833333,-0.602607,0.355352,0.0447301,-0.159499,white
0.5,0.333333,0.688768,-0.0858888,-0.323649,-0.0947464,white
0.541667,0.0833333,0.0730696,-0.116816,-0.220394,-0.217316,white
0.541667,0.5,0.313402,0.0280538,0.0652129,-0.707024,white
0.541667,0.708333,-0.102481,-0.109094,0.148981,-0.140211,white
0.583333,0.5,-0.316471,0.322661,0.0301602,0.316514,white
0.583333,0.666667,0.151003,-0.264123,0.372578,-0.309882,white
0.625,0.125,0.313839,-0.045088,-0.347345,0.240699,white
0.666667,0.125,-0.0423703,-0.153652,-0.0197103,-0.0392566,white
0.666667,0.541667,0.0550578,0.203932,-0.500971,-0.670769,white
0.666667,0.666667,-0.66331,-0.471702,-0.218088,-0.81798,white
0.708333,0.25,0.199365,0.302482,-0.286568,-0.266081,white
0.708333,0.666667,0.488659,-0.0356127,-0.02856,-0.163988,white
0.75,0.416667,0.397213,-0.240789,0.16063,0.441298,white
0.791667,0.291667,-0.270876,-0.495862,0.43336,-0.0464797,white
0.833333,0.25,-0.0538991,-0.457004,-0.208301,0.0413151,white
0.833333,0.5,-0.00793381,-0.288308,-0.145731,-0.163324,white
0.875,0.208333,-0.454246,-0.0514176,0.339164,-0.0683173,white
0.958333,0,0.438457,0.0120043,0.073183,0.121869,white
0.958333,0.25,-0.0263712,0.117082,0.575559,0.0831264,white
0,-0.5,-0.0179667,-0.0135459,-0.411422,0.152251,white
0,-0.833333,0.638999,0.188002,0.303037,-0.186558,black
0.0416667,-0.25,0.194263,-0.256808,-0.526393,-0.0107992,black
0.0416667,-0.583333,-0.0825312,-0.0246597,-0.553724,0.371859,white
0.0416667,-0.791667,0.0652485,0.421354,0.266928,0.596084,black
0.0833333,-0.208333,-0.221546,0.215916,0.340548,0.0851027,black
0.125,-0.0416667,0.128906,-0.356101,-0.303065,-0.0549689,black
0.125,-0.416667,0.345296,0.112409,0.035582,0.25721,white
0.125,-0.625,0.106683,-0.000593398,-0.0869932,-0.116092,black
0.166667,-0.208333,0.151884,-0.0784538,0.429711,-0.38922,black
0.166667,-0.75,0.0314916,0.410092,-0.603366,0.0655475,black
0.166667,-0.875,-0.272474,0.229967,-0.0099529,0.244607,black
0.208333,-0.0416667,-0.138431,0.3153,0.316224,-0.180012,white
0.208333,-0.666667,-0.0316872,0.369512,0.0118294,0.259883,black
0.208333,-0.75,-0.318905,-0.0874381,-0.471271,0.0621627,black
0.25,-0.625,-0.183768,-0.773172,-0.0589283,0.296692,black
0.25,-0.791667,0.510402,0.185147,0.468395,0.0456447,black
0.291667,-0.375,0.0411742,-0.149534,0.263757,-0.402228,black
0.333333,-0.0416667,0.310202,-0.319961,-0.20805,-0.137622,white
0.333333,-0.166667,-0.220292,0.059165,-0.27865,-0.0902826,black
0.333333,-0.333333,-0.0620996,-0.021246,0.213766,0.207588,black
0.375,-0.458333,0.196137,-0.225062,0.140524,-0.0111987,black
0.375,-0.708333,0.0753514,0.18535,-0.224645,0.145221,black
0.416667,-0.541667,-0.171177,0.0508037,-0.117434,-0.229497,black
0.416667,-0.75,0.409358,0.212186,-0.368041,-0.184883,black
0.416667,-0.791667,-0.107125,0.474262,0.571501,0.254671,white
0.458333,-0.291667,0.0704245,-0.251671,-0.226236,-0.406243,white
0.458333,-0.875,-0.330058,-0.801254,-0.0360686,-0.0305319,white
0.5,-0.291667,-0.506468,0.182205,-0.394622,-0.115338,white
0.5,-0.708333,0.220192,0.15755,-0.348051,-0.130514,white
0.541667,-0.541667,-0.222385,-0.0702561,0.743845,-0.274758,white
0.583333,-0.125,0.18273,-0.056603,-0.125919,0.230161,white
0.583333,-0.208333,0.00490087,0.134764,0.303046,0.16409,white
0.583333,-0.583333,-0.738134,-0.769969,0.250647,-0.0166851,white
0.625,-0.166667,0.189167,-0.305611,-0.40898,0.148595,white
0.625,-0.666667,-0.0183042,-0.111596,-0.132441,-0.533847,white
0.666667,-0.458333,0.371562,0.268358,-0.147614,-0.00609999,white
0.708333,-0.208333,-0.334977,0.411069,0.426793,-0.0396556,white
0.708333,-0.291667,0.0831659,0.176472,-0.0634539,0.188478,white
0.75,-0.375,0.249886,0.253724,-0.18713,0.218752,white
0.75,-0.625,0.395782,0.568006,-0.011751,-0.509798,white
0.791667,-0.333333,-0.12487,-0.213831,-0.10091,0.00151125,white
0.833333,0,0.481968,0.610309,-0.309562,-0.192174,white
0.833333,-0.5,-0.000526834,0.148924,-0.309213,-0.122273,white
0.875,-0.416667,0.696837,-0.499798,0.0988564,-0.186147,white
0.916667,-0.125,0.0520715,-0.232866,-0.199244,0.661349,white
1,0,-0.479437,0.177951,-0.346271,0.299529,white
0,-0.208333,0.0635602,0.238972,0.133731,0.0267864,black
0,-1,-0.14799,0.289587,0.103867,-0.202076,black
-0.0416667,-0.333333,0.0545366,-0.0865539,-0.395307,-0.103802,black
-0.0416667,-0.416667,0.0705391,0.0106978,0.16331,0.0502635,white
-0.0833333,0,-0.411104,-0.076778,0.370025,-0.344987,black
-0.0833333,-0.583333,-0.329403,0.571328,0.318932,0.171088,white
-0.0833333,-0.75,0.574269,-0.239359,-0.472918,0.0503544,black
-0.125,-0.166667,-0.549881,0.132021,0.131313,0.0242122,black
-0.125,-0.916667,-0.0398614,0.451219,-0.187507,-0.351475,black
-0.166667,-0.291667,-0.390341,-0.613235,0.346241,-0.259161,black
-0.166667,-0.625,0.268255,0.423114,-0.387775,0.653132,black
-0.208333,-0.0416667,-0.0247465,0.153146,0.0439128,0.13885,black
-0.208333,-0.458333,-0.413955,-0.577909,-0.285121,-0.173818,black
-0.208333,-0.75,-0.126642,-0.0226681,-0.381241,-0.0265662,black
-0.25,-0.208333,0.0479417,-0.65012,-0.118589,-0.00230015,black
-0.25,-0.875,-0.44209,0.581838,0.0449511,0.0508317,black
-0.291667,-0.375,0.199328,0.604078,0.337162,0.163056,black
-0.291667,-0.75,-0.314776,-0.320931,-0.241739,0.16059,black
-0.333333,-0.166667,0.389926,-0.137898,-0.221278,-0.321559,black
-0.333333,-0.291667,0.211669,0.294572,0.131619,-0.274988,black
-0.333333,-0.75,-0.396886,-0.541615,-0.500042,0.0356117,black
-0.375,-0.541667,0.165156,-0.357933,-0.214121,0.0922416,black
-0.416667,0,0.110339,0.37752,-0.272743,-0.0187761,black
-0.416667,-0.375,-0.0380963,-0.291286,-0.293884,0.348304,black
-0.416667,-0.625,0.558886,0.165266,0.414344,-0.249525,black
-0.458333,-0.125,-0.0198966,0.225,0.0372683,-0.0130535,black
-0.458333,-0.375,0.0777862,0.137705,-0.0568134,0.572446,black
-0.5,0,0.06243,-0.310569,-0.327144,0.487196,black
-0.5,-0.583333,0.00505707,0.169756,-0.064983,-0.137728,black
-0.5,-0.708333,-0.0402065,0.14197,0.371728,-0.326282,black
-0.541667,-0.333333,0.370116,0.112077,0.0596872,-0.0157468,black
-0.541667,-0.708333,0.493307,-0.0979163,-0.143862,-0.226392,black
-0.583333,-0.291667,0.742649,-0.0446024,0.300669,0.516782,black
-0.625,-0.125,0.210775,-0.461525,0.0248786,0.0834122,black
-0.625,-0.208333,-0.472475,0.100889,0.0895408,0.140496,black
-0.625,-0.625,-0.359562,0.174085,0.0117987,-0.170567,black
-0.666667,-0.625,-0.072611,0.335054,0.289817,-0.161332,black
-0.708333,-0.291667,-0.21506,-0.125913,0.308195,-0.327016,black
-0.708333,-0.5,-0.0676621,-0.291447,0.0735944,0.0356541,black
-0.75,-0.416667,0.310967,-0.0838583,-0.0893875,0.285743,black
-0.75,-0.625,-0.143306,0.196886,-0.0760581,0.291752,black
-0.791667,-0.375,-0.281891,-0.195129,-0.00381696,-0.164031,black
-0.833333,-0.0416667,-0.290943,0.263025,-0.0304573,0.385596,black
-0.875,-0.208333,-0.0583451,0.228111,-0.153875,0.628579,black
-0.875,-0.25,0.212202,-0.420664,-0.127218,0.244794,black
-0.916667,-0.166667,-0.263218,-0.0538272,0.0868786,0.14624,black
0,0.291667,0.163749,-0.0276233,0.618009,0.125392,white
0,0.333333,-0.118885,0.21445,0.298274,-0.0801955,black
0,0.958333,-0.138554,0.14747,-0.229294,-0.287812,white
-0.0416667,0.333333,0.0864785,-0.158932,0.0898618,0.129723,white
-0.0416667,0.458333,0.232163,0.144852,0.392175,0.0986376,black
-0.0833333,0.291667,-0.334576,0.236418,-0.230452,0.0682485,white
-0.0833333,0.916667,0.054442,-0.195158,0.116975,0.347068,white
-0.125,0.208333,0.211844,-0.21723,-0.0971318,0.0533995,white
-0.125,0.5,0.348457,-0.253136,0.371081,-0.701456,black
-0.125,0.583333,0.119157,0.264778,-0.591223,0.187039,black
-0.166667,0.125,-0.0944665,-0.18528,0.121138,0.0917355,white
-0.166667,0.458333,-0.0927806,-0.211709,0.0082859,-0.0294781,white
-0.208333,0.166667,0.0490622,0.00449434,0.316464,-0.149215,white
-0.208333,0.375,0.27119,-0.48698,0.148965,-0.162967,white
-0.208333,0.625,0.0620755,-0.190772,0.390576,0.312722,white
-0.25,0.25,-0.294892,0.338972,0.623653,-0.622164,white
-0.25,0.791667,0.0577459,-0.0119718,0.0381593,0.0480118,white
-0.291667,0.458333,0.366733,-0.389027,0.176793,0.193256,white
-0.333333,0,0.109361,0.22682,0.273163,-0.199327,black
-0.333333,0.208333,-0.499157,-0.34837,0.100351,0.0918672,white
-0.333333,0.291667,-0.173238,-0.536211,-0.668299,0.200665,white
-0.333333,0.791667,-0.165978,0.103044,0.186643,-0.0477625,white
-0.375,0.5,-0.122563,-0.207618,0.0822816,-0.411115,white
-0.375,0.875,-0.162305,0.334188,0.260388,0.248155,black
-0.416667,0.416667,0.0148766,0.123592,0.160575,-0.0539616,white
-0.416667,0.791667,0.301264,-0.0484239,-0.0665185,-0.283003,black
-0.458333,0.375,0.274537,-0.072537,-0.13812,-0.192147,white
-0.5,0,0.0884595,-0.128044,0.181141,-0.265796,black
-0.5,0.125,-0.295652,-0.0482171,-0.33152,0.142919,black
-0.5,0.458333,-0.424315,-0.253241,0.423247,0.0789881,black
-0.541667,0.125,-0.408416,0.355666,0.261068,-0.233042,black
-0.541667,0.5,-0.632218,-0.180129,-0.0887812,-0.0780082,black
-0.583333,0.208333,-0.108471,-0.184955,0.278532,0.108142,black
-0.583333,0.708333,-0.110727,-0.302078,-0.213693,-0.295757,black
-0.625,0.0833333,0.0540404,-0.287481,0.0874406,0.163122,black
-0.625,0.416667,0.115857,-0.283407,0.0947683,0.299175,black
-0.666667,0.208333,-0.163028,0.29053,-0.0328069,0.168243,black
-0.666667,0.541667,0.0901746,0.269151,0.359752,-0.359216,black
-0.708333,0.208333,-0.282176,-0.272195,-0.0624756,-0.609543,black
-0.75,0.0833333,-0.203618,0.144033,-0.0851933,-0.444595,black
-0.75,0.625,-0.0573926,0.124882,0.166204,-0.0620371,black
-0.791667,0.25,-0.309572,0.368699,-0.252626,0.146884,black
-0.833333,0.0833333,-0.0248974,0.0388751,0.0521849,0.0491477,black
-0.833333,0.291667,-0.00333126,-0.280298,-0.273549,0.130254,black
-0.875,0.166667,-0.145275,0.0026586,0.0637949,-0.116883,black
-0.916667,0.333333,0.157564,0.278508,0.131662,-0.137783,black
-0.958333,0,0.0441382,-0.438538,0.037848,0.0264995,black
0,0.208333,0.162787,0.215098,0.419886,-0.235303,white
0,0.5,0.097666,-0.0145857,0.260301,-0.228328,black
0,0.791667,0.142115,0.169928,-0.242721,0.171546,white
0.0416667,0.25,0.330993,0.119726,0.076893,-0.171926,white
0.0833333,0,-0.0703177,0.27538,0.00514328,-0.414208,white
0.0833333,0.333333,0.0602426,0.381978,0.125364,-0.182319,white
0.0833333,0.416667,0.445799,0.0593388,-0.12009,0.0865164,black
0.125,0.208333,0.19427,-0.0637268,0.00165048,0.255488,white
0.125,0.666667,-0.141223,0.174612,0.71186,0.369025,white
0.125,0.958333,0.122624,-0.317937,0.129681,-0.103863,white
0.166667,0.5,-0.372686,0.386927,0.309065,0.0601878,black
0.166667,0.625,0.182907,-0.285219,0.104046,-0.0532648,white
0.208333,0.166667,0.0101822,-0.0743942,-0.438426,-0.452805,white
0.208333,0.375,0.0321786,0.663191,-0.125262,0.0459788,white
0.208333,0.958333,-0.0681629,0.101904,0.359586,-0.255434,white
0.25,0.291667,-0.133144,0.19521,0.0760733,0.209358,white
0.25,0.875,0.226498,0.364397,-0.036451,0.303379,white
0.291667,0.166667,-0.241853,-0.263237,-0.357874,0.143544,white
0.291667,0.666667,-0.0359517,-0.14584,0.127123,0.39634,white
0.291667,0.875,-0.229334,0.311875,-0.322052,0.39524,white
0.333333,0.208333,0.153895,0.635728,0.101656,-0.319028,white
0.333333,0.791667,-0.0356312,-0.3625,-0.00197603,-0.373323,white
0.375,0.333333,-0.0342376,0.122616,0.330346,0.232381,white
0.375,0.791667,-0.184963,0.34795,0.434918,0.180555,white
0.416667,0.25,0.0776976,0.133804,0.0980741,0.557246,white
0.416667,0.541667,-0.484118,-0.3354,-0.215311,0.3899,white
0.458333,0.125,-0.414024,-0.0945207,0.262631,-0.353948,white
0.458333,0.5,0.333107,0.0422195,0.137338,-0.315815,white
0.458333,0.875,-0.24521,0.284782,-0.354863,0.0324019,white
0.5,0.458333,-0.028828,-0.472946,-0.190749,-0.046042,white
0.541667,0,0.373681,-0.291978,-0.332368,0.168885,white
0.541667,0.541667,-0.0572302,0.0233042,-0.18247,-0.239759,white
0.583333,0.0833333,-0.915349,-0.494629,-0.178387,0.353991,white
0.583333,0.208333,0.411382,0.209153,-0.567505,-0.201716,white
0.625,0.0833333,0.290798,-0.198873,-0.10745,-0.435264,white
0.625,0.208333,-0.188063,-0.387587,0.210569,-0.21151,white
0.666667,0.0833333,-0.22949,0.580408,0.227123,-0.00838412,white
0.666667,0.375,-0.204321,-0.206611,0.44372,-0.14342,white
0.666667,0.625,-0.160661,0.810041,0.375237,-0.147255,white
0.708333,0.541667,-0.242648,0.0786025,-0.233789,0.0611272,white
0.75,0.0416667,0.014134,-0.0826737,0.427735,-0.710191,white
0.791667,0,0.113648,0.0229541,-0.662803,-0.175773,white
0.791667,0.416667,-0.176628,-0.139927,0.3308,0.604567,white
0.833333,0.0416667,0.0148364,-0.289704,-0.150293,0.311968,white
0.875,0.0416667,-0.657761,0.075983,-0.0924205,0.273645,white
0.875,0.291667,0.45923,-0.0751115,-0.113027,0.200313,white
0.916667,0.0833333,0.247626,0.426842,-0.070845,0.246582,white
0,-0.208333,0.290663,-0.226707,-0.2056,0.37748,black
0,-0.458333,0.0832739,0.233505,0.0273229,-0.147167,white
0.0416667,-0.0416667,-0.0299431,0.0501234,-0.247305,0.101274,black
0.0416667,-0.458333,-0.0752012,-0.0833163,0.0972751,-0.146692,white
0.0416667,-0.541667,0.0102112,0.13449,0.0959347,0.110779,white
0.0416667,-0.916667,0.0139108,0.224139,0.306007,0.164586,black
0.0833333,-0.0833333,0.66248,0.0458059,0.208911,0.0849888,black
0.125,-0.0833333,-0.0280245,-0.206892,-0.127713,-0.0638219,black
0.125,-0.333333,0.39777,-0.158485,-0.134269,0.589892,black
0.166667,-0.25,0.405132,0.0785037,0.380812,-0.547507,black
0.166667,-0.625,-0.715107,0.424007,-0.277517,-0.0698639,black
0.166667,-0.791667,0.102117,0.0182721,0.269475,0.0369533,black
0.208333,0,0.421271,-0.158153,0.128967,-0.33695,white
0.208333,-0.541667,0.175644,0.632468,0.122238,0.284325,black
0.25,-0.0416667,-0.094578,0.26436,0.328662,0.181659,white
0.25,-0.125,-0.307004,0.24959,-0.432029,0.172414,black
0.25,-0.375,-0.357758,-0.437849,0.0899358,-0.1969,black
0.25,-0.833333,-0.0696439,-0.611672,0.0167404,-0.0347291,black
0.291667,-0.541667,-0.0571761,0.275181,0.24281,0.699744,black
0.333333,-0.208333,-0.0494495,-0.121388,0.169233,-0.171334,black
0.333333,-0.583333,-0.434002,0.376612,-0.12783,-0.205529,black
0.375,-0.125,0.322605,0.47998,0.276539,-0.0187615,white
0.375,-0.25,-0.0073823,0.0709039,-0.574624,0.234778,black
0.375,-0.5,0.232494,0.188468,0.359265,0.0662345,black
0.416667,-0.125,0.104707,-0.112249,0.260217,-0.48649,white
0.416667,-0.666667,-0.134443,-0.351988,-0.0108283,-0.0662119,black
0.416667,-0.833333,0.0131909,0.338719,0.308933,0.430163,white
0.458333,-0.458333,0.620114,-0.407267,0.794569,-0.235839,black
0.5,0,0.558401,-0.650581,-0.496937,-0.0775045,white
0.5,-0.333333,-0.538948,0.54162,0.692556,-0.467225,white
0.5,-0.75,0.272696,0.0133289,0.0241131,0.0814621,white
0.541667,-0.375,0.0327201,0.0812045,0.239055,-0.334352,white
0.541667,-0.791667,0.138549,-0.261449,-0.382904,0.19962,white
0.583333,-0.541667,-0.285193,-0.104515,-0.0296636,0.265214,white
0.625,-0.125,0.489097,-0.236152,-0.0897502,-0.369021,white
0.625,-0.333333,0.338881,0.274833,-0.231477,0.568208,white
0.625,-0.708333,-0.0154175,0.713857,0.155758,-0.0579841,white
0.666667,-0.291667,0.767515,-0.63857,0.176506,0.0525865,white
0.708333,-0.166667,0.0327522,0.181924,-0.387799,0.353844,white
0.708333,-0.416667,0.203258,0.194623,0.475486,-0.307079,white
0.75,-0.25,0.420524,-0.163538,-0.330941,-0.0588407,white
0.75,-0.541667,-0.185632,-0.415281,-0.233759,0.43349,white
0.791667,-0.375,0.659932,0.492952,0.454465,0.0569167,white
0.833333,-0.0833333,-0.139529,0.398418,0.224552,0.0447902,white
0.833333,-0.375,0.184684,0.59071,-0.188947,0.166514,white
0.916667,-0.0416667,0.345187,0.159153,-0.198379,0.0416045,white
0.916667,-0.166667,0.272225,-0.0296159,0.308165,0.240104,white
0,-0.458333,-0.386333,0.114765,-0.0846636,-0.044666,white
0,-0.541667,-0.444042,0.157407,-0.0674188,-0.174351,white
0,-0.708333,-0.151472,-0.0378302,0.0109033,-0.346691,black
0,-0.958333,-0.487453,-0.0897707,-0.452692,-0.0181712,black
-0.0416667,-0.666667,-0.119945,-0.19749,0.129772,-0.39115,black
-0.0833333,-0.208333,0.205196,0.319962,0.117333,-0.201358,black
-0.0833333,-0.708333,0.222682,-0.075301,-0.344682,-0.667285,black
-0.125,-0.0416667,0.0105922,0.555095,-0.424057,-0.269521,black
-0.125,-0.458333,0.0849847,-0.163724,0.0883066,-0.25585,white
-0.125,-0.958333,-0.531425,0.23088,-0.485666,0.463086,black
-0.166667,-0.208333,-0.197618,-0.109961,-0.327589,0.0716599,black
-0.166667,-0.75,-0.116132,-0.166966,-0.558061,-0.205239,black
-0.208333,-0.208333,0.14448,0.18669,-0.466026,0.0387955,black
-0.208333,-0.583333,-0.420802,0.304812,0.118084,0.2755,black
-0.25,-0.0416667,0.000857464,0.0902249,0.162765,-0.476327,black
-0.25,-0.333333,0.218563,0.295139,-0.0663356,-0.0918011,black
-0.25,-0.583333,-0.435837,-0.22965,-0.0208886,-0.374994,black
-0.291667,-0.333333,0.536851,-0.149675,-0.0213609,-0.0608287,black
-0.291667,-0.541667,0.371333,0.227292,-0.135221,0.335629,black
-0.333333,0,-0.0155625,-0.101975,-0.475053,-0.0393212,black
-0.333333,-0.583333,0.236771,-0.444656,-0.282569,0.0247357,black
-0.375,0,0.27574,0.127876,-0.46213,-0.219586,black
-0.375,-0.5,-0.309247,-0.0499959,0.231663,-0.279297,black
-0.375,-0.666667,-0.291618,0.401073,-0.0606103,-0.273734,black
-0.416667,-0.333333,-0.29633,-0.133708,0.0566828,-0.0877916,black
-0.416667,-0.75,-0.257036,0.341622,0.735048,-0.197332,black
-0.458333,-0.291667,-0.120987,0.514372,-0.163048,0.280679,black
-0.458333,-0.458333,-0.00268118,-0.233473,-0.125224,0.0279801,black
-0.458333,-0.875,-0.127928,-0.0770931,0.299338,-0.885251,black
-0.5,-0.458333,0.144598,-0.0634399,-0.0255467,0.230128,black
-0.5,-0.791667,-0.0974917,-0.40094,-0.146899,-0.13568,black
-0.541667,-0.291667,-0.0392517,0.112818,0.000564338,0.367953,black
-0.583333,-0.125,-0.190673,0.197709,-0.468387,0.274175,black
-0.583333,-0.583333,-0.118648,-0.351457,0.209976,-0.187083,black
-0.583333,-0.625,0.28142,-0.264694,0.0397491,0.0193596,black
-0.625,-0.291667,0.157951,-0.0723362,0.000816576,0.147987,black
-0.625,-0.666667,-0.0372433,-0.37303,-0.204957,-0.0298666,black
-0.666667,-0.416667,-0.0969409,-0.000369866,-0.155341,-0.142066,black
-0.708333,-0.208333,0.151276,0.233666,-0.222944,0.341258,black
-0.708333,-0.541667,-0.409438,-0.117935,0.127447,-0.0402965,black
-0.75,-0.0833333,-0.0686883,-0.248102,-0.666205,-0.294813,black
-0.75,-0.5,-0.514963,-0.524622,0.654919,0.408578,black
-0.791667,-0.583333,-0.130735,0.333199,-0.0787188,-0.125379,black
-0.833333,-0.208333,0.10219,-0.190765,-0.423148,-0.37571,black
-0.875,-0.125,-0.539138,-0.0497143,0.850051,-0.120595,black
-0.916667,0,0.0222833,-0.227656,0.0492552,-0.231259,black
-0.916667,-0.208333,0.281387,0.0048625,0.164333,-0.207711,black
0,0.208333,0.322953,0.062478,0.261743,0.0962988,white
0,0.666667,0.055358,0.201144,0.255724,-0.215098,black
0,0.875,-0.176576,0.133192,-0.180319,-0.164884,white
-0.0416667,0.583333,-0.23052,-0.0354775,0.076356,0.0274769,black
-0.0416667,0.791667,0.192798,-0.384143,0.353456,-0.426741,white
-0.0416667,0.958333,-0.280328,-0.25693,0.0890208,-0.206144,white
-0.0833333,0.583333,-0.000121947,0.0791725,0.182567,0.279917,black
-0.125,0.0416667,-0.11027,0.178765,-0.477374,0.158329,white
-0.125,0.25,-0.205135,0.053925,-0.0240214,0.313201,white
-0.125,0.916667,-0.481428,0.506387,-0.0643089,-0.0448487,white
-0.166667,0.416667,0.251793,-0.396891,0.213917,-0.345281,white
-0.166667,0.75,-0.30943,-0.155623,-0.239941,0.402842,white
-0.208333,0.416667,0.503883,0.482598,0.0867845,0.416851,white
-0.25,0.125,0.0968158,-0.117957,-0.444605,-0.0593141,white
-0.25,0.5,-0.286473,-0.49877,0.273081,0.00467493,white
-0.25,0.625,0.305809,-0.420297,-0.0962951,0.175969,white
-0.291667,0,0.13591,0.306966,-0.646907,0.186567,black
-0.291667,0.0833333,-0.0574321,0.278117,-0.169119,0.693145,black
-0.291667,0.541667,-0.172166,-0.334335,0.456782,0.489731,white
-0.291667,0.833333,0.317909,-0.290586,-0.405931,0.250617,white
-0.333333,0.25,-0.20641,-0.00610301,0.238586,-0.509528,white
-0.333333,0.708333,0.1511,-0.021175,0.435633,-0.151645,white
-0.375,0.541667,-0.0618002,0.276843,0.532234,-0.158733,white
-0.375,0.916667,0.330754,0.180087,-0.397408,-0.422077,black
-0.416667,0.375,-0.509807,-0.131501,0.209387,-0.207641,white
-0.458333,0.0833333,-0.159792,-0.0732916,-0.364614,-0.19412,black
-0.458333,0.583333,0.0767305,-0.0667937,0.530709,-0.150805,white
-0.458333,0.666667,-0.337439,-0.240619,0.434709,0.24042,white
-0.458333,0.708333,0.135786,0.416889,0.115469,-0.0103389,black
-0.5,0.333333,-0.0290847,-0.341668,-0.0366274,-0.380517,black
-0.541667,0,-0.0332095,0.158052,0.100417,-0.291326,black
-0.541667,0.166667,-0.283885,0.12387,0.144698,-0.253766,black
-0.541667,0.666667,-0.151621,-0.399336,-0.00807254,0.0693221,black
-0.583333,0.166667,-0.13297,-0.133068,-0.239725,-0.317444,black
-0.583333,0.791667,-0.315349,0.279144,0.0936619,0.103935,black
-0.625,0.125,0.261611,-0.155131,0.251629,0.117965,black
-0.625,0.5,0.123552,-0.367073,0.266272,-0.0704664,black
-0.666667,0.0416667,0.0948508,0.0284919,0.00970041,0.383159,black
-0.708333,0,0.213528,0.00918681,-0.119613,0.114651,black
-0.708333,0.375,-0.641374,0.00926751,-0.190442,-0.0350523,black
-0.708333,0.666667,0.000705881,0.168822,-0.121034,0.302778,black
-0.75,0.25,-0.234154,0.211214,-0.0105468,0.415072,black
-0.791667,0.0416667,-0.205728,0.117915,-0.167718,-0.0797454,black
-0.833333,0.0416667,-0.107901,-0.314549,-0.116234,-0.132294,black
-0.833333,0.333333,0.0703667,0.0335064,0.129226,0.305036,black
-0.875,0.375,0.2223,0.299651,0.320307,-0.300875,black
-0.916667,0.291667,-0.00254345,0.381818,-0.0514122,-0.118663,black
-0.958333,0.25,0.331416,0.247461,0.122676,-0.373877,black
